3.000000000000001364e+03 5.363016452093497719e+03 4.592476673981660064e-11 8.237941762025947943e-11 4.875125162395761436e-01 2.525153562040523307e-10
5.363016452093497719e+03 9.587315155141828654e+03 2.313592977274654738e-12 2.069795299731880833e-13 -9.941446456400626630e-02 6.444237657338544558e-11
9.587315155141828654e+03 1.713897630281028978e+04 3.747801935721373055e-11 4.687146322240000587e-11 1.511814465251745787e+00 1.577684178181204765e-10
1.713897630281028978e+04 3.063887062800404601e+04 5.248289578984703052e-11 5.308687832266213668e-11 2.834314790498410730e+00 1.800146259290461810e-10
3.063887062800404601e+04 5.477225575051661872e+04 6.288158385450468398e-13 7.085639418915486362e-13 -8.813379339471794083e-03 1.171459848758711379e-10
5.477225575051661872e+04 9.791483623609773349e+04 4.061204952526012218e-13 1.555109212213849301e-13 -1.751213607448320886e-02 6.296896411484429555e-11
9.791483623609773349e+04 1.750396258794108289e+05 2.628025231240918416e-13 1.165516009397112626e-13 -9.859988911806283340e-03 7.220407171978431353e-11
1.750396258794108289e+05 3.129134644531895756e+05 1.702410102302052601e-13 1.719250762919435456e-13 -5.430456747287593089e-03 8.518183101656562354e-11
3.129134644531895756e+05 5.593866859813440824e+05 1.100288056746159798e-13 8.549087291633155796e-15 -2.929064345036669695e-03 1.012513765461047749e-10
5.593866859813440824e+05 1.000000000000000000e+06 7.121146858875507269e-14 7.508229831726058584e-15 -1.599126415103223472e-03 1.199439340091532811e-10
